componentId	repository	publishedPackageTypes	componentId-docker	additionalDockerImages	componentId-go	componentId-helm	additionalHelmCharts	componentId-ivy	additionalIvyPackages	discussionSlackChannel	botSlackChannel	alertSlackChannel	owningTeam	qlik-releaser	componentId-maven	additionalMavenPackages	componentId-npm	additionalNpmPackages	componentId-nuget	additionalNugetPackages	componentId-jira	production-approval	production-approval/compliance/antivirus	production-approval/compliance/api-governance	production-approval/compliance/dependencies	production-approval/compliance/package-metadata	production-approval/compliance/packages-existence	production-approval/compliance/security	production-approval/compliance/soc2	production-approval/compliance/sre-compliance	production-approval/compliance/sre-compliance-keys-operator	production-approval/compliance/sre-compliance-resource	production-approval/compliance/sre-compliance-resource-contract	production-approval/compliance/sre-compliance-slo	production-approval/compliance/static-compliance	production-approval/compliance/twistlock	production-approval/qmfe-qcs	primaryChampion	briefDescription	npmScope	releaseTrackBranches	domain	grafanaDashboardUrl	playbookUrl	productDeploymentName	hasNoCode	isDeprecated	codeCoverageExclusionReason	errors	warnings	intakeSuites	isJiraComponent
qaw-web		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-web	[]		[]	qaw-web	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		qaw-web: component has 1 critical and high Dependendabot alerts, 	qaw-web: component has 1 high Dependendabot alerts, 	core,	true
qaw-winstaller		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-winstaller	[]		[]	qaw-winstaller	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]				Qlik Alerting	false	false				core,	true
qaw-worker		[]		[]			[]		[]	#qaw-alerting	#qaw-alerting	#qaw-alerting	qlik-alerting	false		[]	qaw-worker	[]		[]	qaw-worker	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
qcs-chaoskube		[]		[]		qcs-chaoskube	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	qcs-chaoskube	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	vysakh-s			[]		https://metrics.qlikcloud.io/d/1Ct9Ikwik/qcs-chaoskube-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/qcs-chaoskube/Playbook.md		false	false			qcs-chaoskube: primaryChampion (=vysakh-s) is not a valid Github user in the qlik-trial organization, qcs-chaoskube: primaryChampion (=vysakh-s) is not a member of owningTeam (=site-reliability-engineering), 	core,	true
qcs-common-messages		[]		[]			[]		[]	#adi-ui-scrumteam	#adi-ui-scrumteam	#adi-ui-scrumteam	adi-ui	false		[]	qcs-common-messages	[]		[]	qcs-common-messages	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		oiluz12	Common messages libray		[]					false	false				core,	true
qcs-environments		[]		[]			[]		[]	#sde-support	#q-gap-bots	#sde-support	platform-engineering	false		[]		[]		[]	qcs-environments	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		qcs-environments: ciChampion (=qliklars) is not a valid Github user in the qlik-trial organization, 		core,	true
qcs-kiam		[]		[]		qcs-kiam	[]		[]	#sre_security_alerts	#sre_security_alerts	#sre_security_alerts	devsecops	false		[]		[]		[]	qcs-kiam	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required		richgerrard			[]					false	false			qcs-kiam: Dependabot is not configured for component, qcs-kiam: component is part of QCS, QCG or LEF but the latest release tag (=v0.0.1) is below v1.0.0 which indicates that the version is not ready for production, 	core,	true
qcs-ui-common		[]		[]			[]		[]	#frontend-development	#frontend-development-ci	#frontend-development	adi-ui	false		[]	qcs-ui-common	[]		[]	qcs-ui-common	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		DekelZandany	Common UI components for Elastic		[]					false	false				core,	true
qcswrap-cds-service-api		[]	qcswrap-cds-service-api	[]		qcswrap-cds-service-api	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-cds-service-api	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					not-applicable	required					[]					false	false			qcswrap-cds-service-api: Dependabot is not configured for component, 	core,	true
qcswrap-common-data-apps-gateway		[]	qcswrap-common-data-apps-gateway	[]		qcswrap-common-data-apps-gateway	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-common-data-apps-gateway	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-common-data-apps-gateway: Dependabot is not configured for component, 	core,	true
qcswrap-common-routes		[]		[]		qcswrap-common-routes	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-common-routes	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-common-routes: Dependabot is not configured for component, 	core,	true
qcswrap-infra-kafka		[]		[]		qcswrap-infra-kafka	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-infra-kafka	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-infra-kafka: Dependabot is not configured for component, 	core,	true
qcswrap-talend-activemq		[]	qcswrap-talend-activemq	[]		qcswrap-talend-activemq	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-talend-activemq	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-talend-activemq: Dependabot is not configured for component, 	core,	true
qcswrap-talend-infra-postgresql		[]	qcswrap-talend-infra-postgresql-postgresql-python-13	[]			[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-talend-infra-postgresql	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-talend-infra-postgresql: Dependabot is not configured for component, 	core,	true
qcswrap-talend-mongo		[]		[]		qcswrap-talend-mongo	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-talend-mongo	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-talend-mongo: Dependabot is not configured for component, 	core,	true
qcswrap-talend-postgresql		[]		[]		qcswrap-talend-postgresql	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-talend-postgresql	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-talend-postgresql: Dependabot is not configured for component, 	core,	true
qcswrap-talend-redis		[]		[]		qcswrap-talend-redis	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-talend-redis	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-talend-redis: Dependabot is not configured for component, 	core,	true
qcswrap-talend-vault-dev		[]		[]		qcswrap-talend-vault-dev	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-talend-vault-dev	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-talend-vault-dev: Dependabot is not configured for component, 	core,	true
qcswrap-tdops-ui-portal-gloo		[]	qcswrap-tdops-ui-portal-gloo	[]		qcswrap-tdops-ui-portal-gloo	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tdops-ui-portal-gloo	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tdops-ui-portal-gloo: Dependabot is not configured for component, 	core,	true
qcswrap-tdops-ui-tmc		[]	qcswrap-tdops-ui-tmc	[]		qcswrap-tdops-ui-tmc	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tdops-ui-tmc	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tdops-ui-tmc: Dependabot is not configured for component, 	core,	true
qcswrap-test-talend-service		[]	qcswrap-test-talend-service	[]		qcswrap-test-talend-service	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-test-talend-service	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-test-talend-service: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-execution-history-api		[]	qcswrap-tmc-execution-history-api	[]		qcswrap-tmc-execution-history-api	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-execution-history-api	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-execution-history-api: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-execution-history-collect		[]	qcswrap-tmc-execution-history-collect	[]		qcswrap-tmc-execution-history-collect	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-execution-history-collect	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-execution-history-collect: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-ipaas-rt-accountmgmt		[]	qcswrap-tmc-ipaas-rt-accountmgmt	[]		qcswrap-tmc-ipaas-rt-accountmgmt	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-accountmgmt	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-ipaas-rt-accountmgmt: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-ipaas-rt-artifactmgmt		[]	qcswrap-tmc-ipaas-rt-artifactmgmt	[]		qcswrap-tmc-ipaas-rt-artifactmgmt	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-artifactmgmt	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-ipaas-rt-artifactmgmt: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-ipaas-rt-bookkeeper		[]	qcswrap-tmc-ipaas-rt-bookkeeper	[]		qcswrap-tmc-ipaas-rt-bookkeeper	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-bookkeeper	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required					[]					false	false				core,	true
qcswrap-tmc-ipaas-rt-containermgmt		[]	qcswrap-tmc-ipaas-rt-containermgmt	[]		qcswrap-tmc-ipaas-rt-containermgmt	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-containermgmt	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-ipaas-rt-containermgmt: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-ipaas-rt-customresources		[]	qcswrap-tmc-ipaas-rt-customresources	[]		qcswrap-tmc-ipaas-rt-customresources	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-customresources	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-ipaas-rt-customresources: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-ipaas-rt-datatransf		[]	qcswrap-tmc-ipaas-rt-datatransf	[]		qcswrap-tmc-ipaas-rt-datatransf	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-datatransf	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-ipaas-rt-datatransf: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-ipaas-rt-dispatcher		[]	qcswrap-tmc-ipaas-rt-dispatcher	[]		qcswrap-tmc-ipaas-rt-dispatcher	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-dispatcher	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-ipaas-rt-dispatcher: Dependabot is not configured for component, 	core,	true
qcswrap-tmc-ipaas-rt-flowmgmt		[]	qcswrap-tmc-ipaas-rt-flowmgmt	[]		qcswrap-tmc-ipaas-rt-flowmgmt	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	qcswrap-tmc-ipaas-rt-flowmgmt	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			qcswrap-tmc-ipaas-rt-flowmgmt: Dependabot is not configured for component, 	core,	true
